1209,Hull City,Wigan Athletic,2,1,H,2009-2010
1210,Wolverhampton Wanderers,Portsmouth,0,1,A,2009-2010
1211,Manchester United,Sunderland,2,2,D,2009-2010
1212,Arsenal,Blackburn Rovers,6,2,H,2009-2010
1213,Everton,Stoke City,1,1,D,2009-2010
1214,West Ham United,Fulham,2,2,D,2009-2010
1215,Chelsea,Liverpool,2,0,H,2009-2010
1216,Aston Villa,Manchester City,1,1,D,2009-2010
1217,Aston Villa,Chelsea,2,1,H,2009-2010
1218,Arsenal,Birmingham City,3,1,H,2009-2010
1219,Everton,Wolverhampton Wanderers,1,1,D,2009-2010
1220,Manchester United,Bolton Wanderers,2,1,H,2009-2010
1221,Portsmouth,Tottenham Hotspur,1,2,A,2009-2010
1222,Stoke City,West Ham United,2,1,H,2009-2010
1223,Sunderland,Liverpool,1,0,H,2009-2010
1224,Blackburn Rovers,Burnley,3,2,H,2009-2010
1225,Wigan Athletic,Manchester City,1,1,D,2009-2010
1226,Fulham,Hull City,2,0,H,2009-2010
1227,Wolverhampton Wanderers,Aston Villa,1,1,D,2009-2010
1228,Birmingham City,Sunderland,2,1,H,2009-2010
1229,Burnley,Wigan Athletic,1,3,A,2009-2010
1230,Hull City,Portsmouth,0,0,D,2009-2010
1231,Tottenham Hotspur,Stoke City,0,1,A,2009-2010
1232,Chelsea,Blackburn Rovers,5,0,H,2009-2010
1233,Bolton Wanderers,Everton,3,2,H,2009-2010
1234,Liverpool,Manchester United,2,0,H,2009-2010
1235,Manchester City,Fulham,2,2,D,2009-2010
1236,West Ham United,Arsenal,2,2,D,2009-2010
1237,Arsenal,Tottenham Hotspur,3,0,H,2009-2010
1238,Bolton Wanderers,Chelsea,0,4,A,2009-2010
1239,Burnley,Hull City,2,0,H,2009-2010
1240,Everton,Aston Villa,1,1,D,2009-2010
1241,Fulham,Liverpool,3,1,H,2009-2010
1242,Portsmouth,Wigan Athletic,4,0,H,2009-2010
1243,Stoke City,Wolverhampton Wanderers,2,2,D,2009-2010
1244,Sunderland,West Ham United,2,2,D,2009-2010
1245,Manchester United,Blackburn Rovers,2,0,H,2009-2010
1246,Birmingham City,Manchester City,0,0,D,2009-2010
1247,West Ham United,Aston Villa,2,1,H,2009-2010
1248,Aston Villa,Bolton Wanderers,5,1,H,2009-2010
1249,Blackburn Rovers,Portsmouth,3,1,H,2009-2010
1250,Manchester City,Burnley,3,3,D,2009-2010
1251,Tottenham Hotspur,Sunderland,2,0,H,2009-2010
1252,Wolverhampton Wanderers,Arsenal,1,4,A,2009-2010
1253,Hull City,Stoke City,2,1,H,2009-2010
1254,West Ham United,Everton,1,2,A,2009-2010
1255,Wigan Athletic,Fulham,1,1,D,2009-2010
1256,Chelsea,Manchester United,1,0,H,2009-2010
1257,Liverpool,Birmingham City,2,2,D,2009-2010
1258,Liverpool,Manchester City,2,2,D,2009-2010
1259,Birmingham City,Fulham,1,0,H,2009-2010
1260,Burnley,Aston Villa,1,1,D,2009-2010
1261,Chelsea,Wolverhampton Wanderers,4,0,H,2009-2010
1262,Hull City,West Ham United,3,3,D,2009-2010
1263,Sunderland,Arsenal,1,0,H,2009-2010
1264,Manchester United,Everton,3,0,H,2009-2010
1265,Bolton Wanderers,Blackburn Rovers,0,2,A,2009-2010
1266,Tottenham Hotspur,Wigan Athletic,9,1,H,2009-2010
1267,Stoke City,Portsmouth,1,0,H,2009-2010
1268,Hull City,Everton,3,2,H,2009-2010
1269,Fulham,Blackburn Rovers,3,0,H,2009-2010
1270,Blackburn Rovers,Stoke City,0,0,D,2009-2010
1271,Fulham,Bolton Wanderers,1,1,D,2009-2010
1272,Manchester City,Hull City,1,1,D,2009-2010
1273,Portsmouth,Manchester United,1,4,A,2009-2010
1274,West Ham United,Burnley,5,3,H,2009-2010
1275,Wigan Athletic,Sunderland,1,0,H,2009-2010
1276,Aston Villa,Tottenham Hotspur,1,1,D,2009-2010
1277,Wolverhampton Wanderers,Birmingham City,0,1,A,2009-2010
1278,Everton,Liverpool,0,2,A,2009-2010
1279,Arsenal,Chelsea,0,3,A,2009-2010
1280,Portsmouth,Burnley,2,0,H,2009-2010
1281,Arsenal,Stoke City,2,0,H,2009-2010
1282,Aston Villa,Hull City,3,0,H,2009-2010
1283,Blackburn Rovers,Liverpool,0,0,D,2009-2010
1284,West Ham United,Manchester United,0,4,A,2009-2010
1285,Wigan Athletic,Birmingham City,2,3,A,2009-2010
1286,Wolverhampton Wanderers,Bolton Wanderers,2,1,H,2009-2010
1287,Manchester City,Chelsea,2,1,H,2009-2010
1288,Fulham,Sunderland,1,0,H,2009-2010
1289,Everton,Tottenham Hotspur,2,2,D,2009-2010
1290,Stoke City,Wigan Athletic,2,2,D,2009-2010
1291,Birmingham City,West Ham United,1,0,H,2009-2010
1292,Bolton Wanderers,Manchester City,3,3,D,2009-2010
1293,Burnley,Fulham,1,1,D,2009-2010
1294,Chelsea,Everton,3,3,D,2009-2010
1295,Hull City,Blackburn Rovers,0,0,D,2009-2010
1296,Sunderland,Portsmouth,1,1,D,2009-2010
1297,Tottenham Hotspur,Wolverhampton Wanderers,0,1,A,2009-2010
1298,Manchester United,Aston Villa,0,1,A,2009-2010
1299,Liverpool,Arsenal,1,2,A,2009-2010
1300,Sunderland,Aston Villa,0,2,A,2009-2010
1301,Birmingham City,Blackburn Rovers,2,1,H,2009-2010
1302,Bolton Wanderers,West Ham United,3,1,H,2009-2010
1303,Manchester United,Wolverhampton Wanderers,3,0,H,2009-2010
1304,Burnley,Arsenal,1,1,D,2009-2010
1305,Chelsea,Portsmouth,2,1,H,2009-2010
1306,Liverpool,Wigan Athletic,2,1,H,2009-2010
1307,Tottenham Hotspur,Manchester City,3,0,H,2009-2010
1308,Portsmouth,Liverpool,2,0,H,2009-2010
1309,Aston Villa,Stoke City,1,0,H,2009-2010
1310,Blackburn Rovers,Tottenham Hotspur,0,2,A,2009-2010
1311,Fulham,Manchester United,3,0,H,2009-2010
1312,Manchester City,Sunderland,4,3,H,2009-2010
1313,Arsenal,Hull City,3,0,H,2009-2010
1314,Wolverhampton Wanderers,Burnley,2,0,H,2009-2010
1315,Everton,Birmingham City,1,1,D,2009-2010
1316,West Ham United,Chelsea,1,1,D,2009-2010
1317,Birmingham City,Chelsea,0,0,D,2009-2010
1318,Fulham,Tottenham Hotspur,0,0,D,2009-2010
1319,West Ham United,Portsmouth,2,0,H,2009-2010
1320,Burnley,Bolton Wanderers,1,1,D,2009-2010
1321,Manchester City,Stoke City,2,0,H,2009-2010
1322,Sunderland,Everton,1,1,D,2009-2010
1323,Wigan Athletic,Blackburn Rovers,1,1,D,2009-2010
1324,Liverpool,Wolverhampton Wanderers,2,0,H,2009-2010
1325,Arsenal,Aston Villa,3,0,H,2009-2010
1326,Hull City,Manchester United,1,3,A,2009-2010
1327,Tottenham Hotspur,West Ham United,2,0,H,2009-2010
1328,Blackburn Rovers,Sunderland,2,2,D,2009-2010
1329,Chelsea,Fulham,2,1,H,2009-2010
1330,Everton,Burnley,2,0,H,2009-2010
1331,Stoke City,Birmingham City,0,1,A,2009-2010
1332,Wolverhampton Wanderers,Manchester City,0,3,A,2009-2010
1333,Aston Villa,Liverpool,0,1,A,2009-2010
1334,Bolton Wanderers,Hull City,2,2,D,2009-2010
1335,Portsmouth,Arsenal,1,4,A,2009-2010
1336,Manchester United,Wigan Athletic,5,0,H,2009-2010
1337,Stoke City,Fulham,3,2,H,2009-2010
1338,Arsenal,Everton,2,2,D,2009-2010
1339,Birmingham City,Manchester United,1,1,D,2009-2010
1340,Manchester City,Blackburn Rovers,4,1,H,2009-2010
1341,Stoke City,Liverpool,1,1,D,2009-2010
1342,Chelsea,Sunderland,7,2,H,2009-2010
1343,Manchester United,Burnley,3,0,H,2009-2010
1344,Tottenham Hotspur,Hull City,0,0,D,2009-2010
1345,Wolverhampton Wanderers,Wigan Athletic,0,2,A,2009-2010
1346,Everton,Manchester City,2,0,H,2009-2010
1347,Aston Villa,West Ham United,0,0,D,2009-2010
1348,Blackburn Rovers,Fulham,2,0,H,2009-2010
1349,Bolton Wanderers,Arsenal,0,2,A,2009-2010
1350,Arsenal,Bolton Wanderers,4,2,H,2009-2010
1351,Liverpool,Tottenham Hotspur,2,0,H,2009-2010
1352,Manchester United,Hull City,4,0,H,2009-2010
1353,Portsmouth,West Ham United,1,1,D,2009-2010
1354,Wolverhampton Wanderers,Liverpool,0,0,D,2009-2010
1355,Bolton Wanderers,Burnley,1,0,H,2009-2010
1356,Tottenham Hotspur,Fulham,2,0,H,2009-2010
1357,Aston Villa,Arsenal,0,0,D,2009-2010
1358,Chelsea,Birmingham City,3,0,H,2009-2010
1359,Blackburn Rovers,Wigan Athletic,2,1,H,2009-2010
1360,Everton,Sunderland,2,0,H,2009-2010
1361,Birmingham City,Tottenham Hotspur,1,1,D,2009-2010
1362,Fulham,Aston Villa,0,2,A,2009-2010
1363,Hull City,Wolverhampton Wanderers,2,2,D,2009-2010
1364,Liverpool,Bolton Wanderers,2,0,H,2009-2010
1365,West Ham United,Blackburn Rovers,0,0,D,2009-2010
1366,Wigan Athletic,Everton,0,1,A,2009-2010
1367,Burnley,Chelsea,1,2,A,2009-2010
1368,Manchester City,Portsmouth,2,0,H,2009-2010
1369,Arsenal,Manchester United,1,3,A,2009-2010
1370,Sunderland,Stoke City,0,0,D,2009-2010
1371,Hull City,Chelsea,1,1,D,2009-2010
1372,Fulham,Portsmouth,1,0,H,2009-2010
1373,Liverpool,Everton,1,0,H,2009-2010
1374,Bolton Wanderers,Fulham,0,0,D,2009-2010
1375,Burnley,West Ham United,2,1,H,2009-2010
1376,Hull City,Manchester City,2,1,H,2009-2010
1377,Manchester United,Portsmouth,5,0,H,2009-2010
1378,Stoke City,Blackburn Rovers,3,0,H,2009-2010
1379,Sunderland,Wigan Athletic,1,1,D,2009-2010
1380,Tottenham Hotspur,Aston Villa,0,0,D,2009-2010
1381,Birmingham City,Wolverhampton Wanderers,2,1,H,2009-2010
1382,Chelsea,Arsenal,2,0,H,2009-2010
1383,Manchester City,Bolton Wanderers,2,0,H,2009-2010
1384,Portsmouth,Sunderland,1,1,D,2009-2010
1385,Wigan Athletic,Stoke City,1,1,D,2009-2010
1386,Fulham,Burnley,3,0,H,2009-2010
1387,Arsenal,Liverpool,1,0,H,2009-2010
1388,Aston Villa,Manchester United,1,1,D,2009-2010
1389,West Ham United,Birmingham City,2,0,H,2009-2010
1390,Wolverhampton Wanderers,Tottenham Hotspur,1,0,H,2009-2010
1391,Blackburn Rovers,Hull City,1,0,H,2009-2010
1392,Everton,Chelsea,2,1,H,2009-2010
1393,Stoke City,Manchester City,1,1,D,2009-2010
1394,Wigan Athletic,Bolton Wanderers,0,0,D,2009-2010
1395,Everton,Manchester United,3,1,H,2009-2010
1396,Arsenal,Sunderland,2,0,H,2009-2010
1397,West Ham United,Hull City,3,0,H,2009-2010
1398,Wolverhampton Wanderers,Chelsea,0,2,A,2009-2010
1399,Portsmouth,Stoke City,1,2,A,2009-2010
1400,Blackburn Rovers,Bolton Wanderers,3,0,H,2009-2010
1401,Aston Villa,Burnley,5,2,H,2009-2010
1402,Fulham,Birmingham City,2,1,H,2009-2010
1403,Manchester City,Liverpool,0,0,D,2009-2010
1404,Wigan Athletic,Tottenham Hotspur,0,3,A,2009-2010
1405,Manchester United,West Ham United,3,0,H,2009-2010
1406,Chelsea,Manchester City,2,4,A,2009-2010
1407,Birmingham City,Wigan Athletic,1,0,H,2009-2010
1408,Bolton Wanderers,Wolverhampton Wanderers,1,0,H,2009-2010
1409,Burnley,Portsmouth,1,2,A,2009-2010
1410,Stoke City,Arsenal,1,3,A,2009-2010
1411,Tottenham Hotspur,Everton,2,1,H,2009-2010
1412,Liverpool,Blackburn Rovers,2,1,H,2009-2010
1413,Sunderland,Fulham,0,0,D,2009-2010
1414,Arsenal,Burnley,3,1,H,2009-2010
1415,West Ham United,Bolton Wanderers,1,2,A,2009-2010
1416,Wolverhampton Wanderers,Manchester United,0,1,A,2009-2010
1417,Everton,Hull City,5,1,H,2009-2010
1418,Wigan Athletic,Liverpool,1,0,H,2009-2010
1419,Portsmouth,Birmingham City,1,2,A,2009-2010
1420,Sunderland,Bolton Wanderers,4,0,H,2009-2010
1421,Burnley,Stoke City,1,1,D,2009-2010
1422,Tottenham Hotspur,Blackburn Rovers,3,1,H,2009-2010
1423,Birmingham City,Everton,2,2,D,2009-2010
1424,Bolton Wanderers,Wigan Athletic,4,0,H,2009-2010
1425,Burnley,Wolverhampton Wanderers,1,2,A,2009-2010
1426,Chelsea,West Ham United,4,1,H,2009-2010
1427,Stoke City,Aston Villa,0,0,D,2009-2010
1428,Hull City,Arsenal,1,2,A,2009-2010
1429,Manchester United,Fulham,3,0,H,2009-2010
1430,Sunderland,Manchester City,1,1,D,2009-2010
1431,Liverpool,Portsmouth,4,1,H,2009-2010
1432,Wigan Athletic,Aston Villa,1,2,A,2009-2010
1433,Aston Villa,Wolverhampton Wanderers,2,2,D,2009-2010
1434,Everton,Bolton Wanderers,2,0,H,2009-2010
1435,Portsmouth,Hull City,3,2,H,2009-2010
1436,Stoke City,Tottenham Hotspur,1,2,A,2009-2010
1437,Sunderland,Birmingham City,3,1,H,2009-2010
1438,Wigan Athletic,Burnley,1,0,H,2009-2010
1439,Arsenal,West Ham United,2,0,H,2009-2010
1440,Manchester United,Liverpool,2,1,H,2009-2010
1441,Fulham,Manchester City,1,2,A,2009-2010
1442,Blackburn Rovers,Chelsea,1,1,D,2009-2010
1443,West Ham United,Wolverhampton Wanderers,1,3,A,2009-2010
1444,Aston Villa,Sunderland,1,1,D,2009-2010
1445,Manchester City,Everton,0,2,A,2009-2010
1446,Portsmouth,Chelsea,0,5,A,2009-2010
1447,Blackburn Rovers,Birmingham City,2,1,H,2009-2010
1448,Birmingham City,Arsenal,1,1,D,2009-2010
1449,Chelsea,Aston Villa,7,1,H,2009-2010
1450,Hull City,Fulham,2,0,H,2009-2010
1451,Tottenham Hotspur,Portsmouth,2,0,H,2009-2010
1452,West Ham United,Stoke City,0,1,A,2009-2010
1453,Wolverhampton Wanderers,Everton,0,0,D,2009-2010
1454,Bolton Wanderers,Manchester United,0,4,A,2009-2010
1455,Burnley,Blackburn Rovers,0,1,A,2009-2010
1456,Liverpool,Sunderland,3,0,H,2009-2010
1457,Manchester City,Wigan Athletic,3,0,H,2009-2010
1458,Manchester United,Chelsea,1,2,A,2009-2010
1459,Arsenal,Wolverhampton Wanderers,1,0,H,2009-2010
1460,Bolton Wanderers,Aston Villa,0,1,A,2009-2010
1461,Portsmouth,Blackburn Rovers,0,0,D,2009-2010
1462,Stoke City,Hull City,2,0,H,2009-2010
1463,Sunderland,Tottenham Hotspur,3,1,H,2009-2010
1464,Burnley,Manchester City,1,6,A,2009-2010
1465,Birmingham City,Liverpool,1,1,D,2009-2010
1466,Fulham,Wigan Athletic,2,1,H,2009-2010
1467,Everton,West Ham United,2,2,D,2009-2010
1468,Hull City,Burnley,1,4,A,2009-2010
1469,West Ham United,Sunderland,1,0,H,2009-2010
1470,Wolverhampton Wanderers,Stoke City,0,0,D,2009-2010
1471,Blackburn Rovers,Manchester United,0,0,D,2009-2010
1472,Liverpool,Fulham,0,0,D,2009-2010
1473,Manchester City,Birmingham City,5,1,H,2009-2010
1474,Chelsea,Bolton Wanderers,1,0,H,2009-2010
1475,Aston Villa,Everton,2,2,D,2009-2010
1476,Wigan Athletic,Portsmouth,0,0,D,2009-2010
1477,Tottenham Hotspur,Arsenal,2,1,H,2009-2010
1478,Manchester City,Manchester United,0,1,A,2009-2010
1479,Birmingham City,Hull City,0,0,D,2009-2010
1480,Blackburn Rovers,Everton,2,3,A,2009-2010
1481,Fulham,Wolverhampton Wanderers,0,0,D,2009-2010
1482,Stoke City,Bolton Wanderers,1,2,A,2009-2010
1483,Sunderland,Burnley,2,1,H,2009-2010
1484,Tottenham Hotspur,Chelsea,2,1,H,2009-2010
1485,Wigan Athletic,Arsenal,3,2,H,2009-2010
1486,Portsmouth,Aston Villa,1,2,A,2009-2010
1487,Liverpool,West Ham United,3,0,H,2009-2010
1488,Hull City,Aston Villa,0,2,A,2009-2010
1489,Manchester United,Tottenham Hotspur,3,1,H,2009-2010
1490,Bolton Wanderers,Portsmouth,2,2,D,2009-2010
1491,Hull City,Sunderland,0,1,A,2009-2010
1492,West Ham United,Wigan Athletic,3,2,H,2009-2010
1493,Wolverhampton Wanderers,Blackburn Rovers,1,1,D,2009-2010
1494,Arsenal,Manchester City,0,0,D,2009-2010
1495,Aston Villa,Birmingham City,1,0,H,2009-2010
1496,Burnley,Liverpool,0,4,A,2009-2010
1497,Everton,Fulham,2,1,H,2009-2010
1498,Chelsea,Stoke City,7,0,H,2009-2010
1499,Birmingham City,Burnley,2,1,H,2009-2010
1500,Manchester City,Aston Villa,3,1,H,2009-2010
1501,Portsmouth,Wolverhampton Wanderers,3,1,H,2009-2010
1502,Stoke City,Everton,0,0,D,2009-2010
1503,Tottenham Hotspur,Bolton Wanderers,1,0,H,2009-2010
1504,Liverpool,Chelsea,0,2,A,2009-2010
1505,Fulham,West Ham United,3,2,H,2009-2010
1506,Sunderland,Manchester United,0,1,A,2009-2010
1507,Wigan Athletic,Hull City,2,2,D,2009-2010
1508,Blackburn Rovers,Arsenal,2,1,H,2009-2010
1509,Fulham,Stoke City,0,1,A,2009-2010
1510,Manchester City,Tottenham Hotspur,0,1,A,2009-2010
1511,Arsenal,Fulham,4,0,H,2009-2010
1512,Aston Villa,Blackburn Rovers,0,1,A,2009-2010
1513,Bolton Wanderers,Birmingham City,2,1,H,2009-2010
1514,Burnley,Tottenham Hotspur,4,2,H,2009-2010
1515,Chelsea,Wigan Athletic,8,0,H,2009-2010
1516,Everton,Portsmouth,1,0,H,2009-2010
1517,Hull City,Liverpool,0,0,D,2009-2010
1518,Manchester United,Stoke City,4,0,H,2009-2010
1519,West Ham United,Manchester City,1,1,D,2009-2010
1520,Wolverhampton Wanderers,Sunderland,2,1,H,2009-2010
1521,Tottenham Hotspur,Manchester City,0,0,D,2010-2011
1522,Aston Villa,West Ham United,3,0,H,2010-2011
1523,Blackburn Rovers,Everton,1,0,H,2010-2011
1524,Bolton Wanderers,Fulham,0,0,D,2010-2011
1525,Sunderland,Birmingham City,2,2,D,2010-2011
1526,Wigan Athletic,Blackpool,0,4,A,2010-2011
1527,Wolverhampton Wanderers,Stoke City,2,1,H,2010-2011
1528,Chelsea,West Bromwich Albion,6,0,H,2010-2011
1529,Liverpool,Arsenal,1,1,D,2010-2011
1530,Manchester United,Newcastle United,3,0,H,2010-2011
1531,Arsenal,Blackpool,6,0,H,2010-2011
1532,Birmingham City,Blackburn Rovers,2,1,H,2010-2011
1533,Everton,Wolverhampton Wanderers,1,1,D,2010-2011
1534,Stoke City,Tottenham Hotspur,1,2,A,2010-2011
1535,West Bromwich Albion,Sunderland,1,0,H,2010-2011
1536,West Ham United,Bolton Wanderers,1,3,A,2010-2011
1537,Wigan Athletic,Chelsea,0,6,A,2010-2011
1538,Newcastle United,Aston Villa,6,0,H,2010-2011
1539,Fulham,Manchester United,2,2,D,2010-2011
1540,Manchester City,Liverpool,3,0,H,2010-2011
1541,Blackburn Rovers,Arsenal,1,2,A,2010-2011
1542,Blackpool,Fulham,2,2,D,2010-2011
1543,Chelsea,Stoke City,2,0,H,2010-2011
1544,Tottenham Hotspur,Wigan Athletic,0,1,A,2010-2011
1545,Wolverhampton Wanderers,Newcastle United,1,1,D,2010-2011
1546,Manchester United,West Ham United,3,0,H,2010-2011
1547,Bolton Wanderers,Birmingham City,2,2,D,2010-2011
1548,Liverpool,West Bromwich Albion,1,0,H,2010-2011
1549,Sunderland,Manchester City,1,0,H,2010-2011
1550,Aston Villa,Everton,1,0,H,2010-2011
1551,Everton,Manchester United,3,3,D,2010-2011
1552,Arsenal,Bolton Wanderers,4,1,H,2010-2011
1553,Fulham,Wolverhampton Wanderers,2,1,H,2010-2011
1554,Manchester City,Blackburn Rovers,1,1,D,2010-2011
1555,Newcastle United,Blackpool,0,2,A,2010-2011
1556,West Bromwich Albion,Tottenham Hotspur,1,1,D,2010-2011
1557,West Ham United,Chelsea,1,3,A,2010-2011
1558,Wigan Athletic,Sunderland,1,1,D,2010-2011
1559,Birmingham City,Liverpool,0,0,D,2010-2011
1560,Stoke City,Aston Villa,2,1,H,2010-2011
1561,Stoke City,West Ham United,1,1,D,2010-2011
1562,Aston Villa,Bolton Wanderers,1,1,D,2010-2011
1563,Blackburn Rovers,Fulham,1,1,D,2010-2011
1564,Everton,Newcastle United,0,1,A,2010-2011
1565,Tottenham Hotspur,Wolverhampton Wanderers,3,1,H,2010-2011
1566,West Bromwich Albion,Birmingham City,3,1,H,2010-2011
1567,Sunderland,Arsenal,1,1,D,2010-2011
1568,Manchester United,Liverpool,3,2,H,2010-2011
1569,Wigan Athletic,Manchester City,0,2,A,2010-2011
1570,Chelsea,Blackpool,4,0,H,2010-2011
1571,Manchester City,Chelsea,1,0,H,2010-2011
1572,Arsenal,West Bromwich Albion,2,3,A,2010-2011
1573,Birmingham City,Wigan Athletic,0,0,D,2010-2011
1574,Blackpool,Blackburn Rovers,1,2,A,2010-2011
1575,Fulham,Everton,0,0,D,2010-2011
1576,Liverpool,Sunderland,2,2,D,2010-2011
1577,West Ham United,Tottenham Hotspur,1,0,H,2010-2011
1578,Bolton Wanderers,Manchester United,2,2,D,2010-2011
1579,Wolverhampton Wanderers,Aston Villa,1,2,A,2010-2011
1580,Newcastle United,Stoke City,1,2,A,2010-2011
1581,Wigan Athletic,Wolverhampton Wanderers,2,0,H,2010-2011
1582,Birmingham City,Everton,0,2,A,2010-2011
1583,Stoke City,Blackburn Rovers,1,0,H,2010-2011
1584,Sunderland,Manchester United,0,0,D,2010-2011
1585,Tottenham Hotspur,Aston Villa,2,1,H,2010-2011
1586,West Bromwich Albion,Bolton Wanderers,1,1,D,2010-2011
1587,West Ham United,Fulham,1,1,D,2010-2011
1588,Manchester City,Newcastle United,2,1,H,2010-2011
1589,Liverpool,Blackpool,1,2,A,2010-2011
1590,Chelsea,Arsenal,2,0,H,2010-2011
1591,Arsenal,Birmingham City,2,1,H,2010-2011
1592,Bolton Wanderers,Stoke City,2,1,H,2010-2011
1593,Fulham,Tottenham Hotspur,1,2,A,2010-2011
1594,Manchester United,West Bromwich Albion,2,2,D,2010-2011
1595,Newcastle United,Wigan Athletic,2,2,D,2010-2011
1596,Wolverhampton Wanderers,West Ham United,1,1,D,2010-2011
1597,Aston Villa,Chelsea,0,0,D,2010-2011
1598,Everton,Liverpool,2,0,H,2010-2011
1599,Blackpool,Manchester City,2,3,A,2010-2011
1600,Blackburn Rovers,Sunderland,0,0,D,2010-2011
1601,Tottenham Hotspur,Everton,1,1,D,2010-2011
1602,Birmingham City,Blackpool,2,0,H,2010-2011
1603,Chelsea,Wolverhampton Wanderers,2,0,H,2010-2011
1604,Sunderland,Aston Villa,1,0,H,2010-2011
1605,West Bromwich Albion,Fulham,2,1,H,2010-2011
1606,Wigan Athletic,Bolton Wanderers,1,1,D,2010-2011
1607,West Ham United,Newcastle United,1,2,A,2010-2011
1608,Stoke City,Manchester United,1,2,A,2010-2011
1609,Liverpool,Blackburn Rovers,2,1,H,2010-2011
1610,Manchester City,Arsenal,0,3,A,2010-2011
1611,Arsenal,West Ham United,1,0,H,2010-2011
1612,Blackburn Rovers,Chelsea,1,2,A,2010-2011
1613,Everton,Stoke City,1,0,H,2010-2011
1614,Fulham,Wigan Athletic,2,0,H,2010-2011
1615,Wolverhampton Wanderers,Manchester City,2,1,H,2010-2011
1616,Manchester United,Tottenham Hotspur,2,0,H,2010-2011
1617,Aston Villa,Birmingham City,0,0,D,2010-2011
1618,Newcastle United,Sunderland,5,1,H,2010-2011
1619,Bolton Wanderers,Liverpool,0,1,A,2010-2011
1620,Blackpool,West Bromwich Albion,2,1,H,2010-2011
1621,Bolton Wanderers,Tottenham Hotspur,4,2,H,2010-2011
1622,Birmingham City,West Ham United,2,2,D,2010-2011
1623,Blackburn Rovers,Wigan Athletic,2,1,H,2010-2011
1624,Blackpool,Everton,2,2,D,2010-2011
1625,Fulham,Aston Villa,1,1,D,2010-2011
1626,Manchester United,Wolverhampton Wanderers,2,1,H,2010-2011
1627,Sunderland,Stoke City,2,0,H,2010-2011
1628,Arsenal,Newcastle United,0,1,A,2010-2011
1629,West Bromwich Albion,Manchester City,0,2,A,2010-2011
1630,Liverpool,Chelsea,2,0,H,2010-2011
1631,Stoke City,Birmingham City,3,2,H,2010-2011
1632,Tottenham Hotspur,Sunderland,1,1,D,2010-2011
1633,Aston Villa,Blackpool,3,2,H,2010-2011
1634,Chelsea,Fulham,1,0,H,2010-2011
1635,Newcastle United,Blackburn Rovers,1,2,A,2010-2011
1636,West Ham United,West Bromwich Albion,2,2,D,2010-2011
1637,Wigan Athletic,Liverpool,1,1,D,2010-2011
1638,Wolverhampton Wanderers,Arsenal,0,2,A,2010-2011
1639,Everton,Bolton Wanderers,1,1,D,2010-2011
1640,Manchester City,Manchester United,0,0,D,2010-2011
1641,Aston Villa,Manchester United,2,2,D,2010-2011
1642,Manchester City,Birmingham City,0,0,D,2010-2011
1643,Newcastle United,Fulham,0,0,D,2010-2011
1644,Tottenham Hotspur,Blackburn Rovers,4,2,H,2010-2011
1645,West Ham United,Blackpool,0,0,D,2010-2011
1646,Wigan Athletic,West Bromwich Albion,1,0,H,2010-2011
1647,Wolverhampton Wanderers,Bolton Wanderers,2,3,A,2010-2011
1648,Stoke City,Liverpool,2,0,H,2010-2011
1649,Everton,Arsenal,1,2,A,2010-2011
1650,Chelsea,Sunderland,0,3,A,2010-2011
1651,Arsenal,Tottenham Hotspur,2,3,A,2010-2011
1652,Birmingham City,Chelsea,1,0,H,2010-2011
1653,Blackpool,Wolverhampton Wanderers,2,1,H,2010-2011
1654,Bolton Wanderers,Newcastle United,5,1,H,2010-2011
1655,Manchester United,Wigan Athletic,2,0,H,2010-2011
1656,West Bromwich Albion,Stoke City,0,3,A,2010-2011
1657,Liverpool,West Ham United,3,0,H,2010-2011
1658,Blackburn Rovers,Aston Villa,2,0,H,2010-2011
1659,Fulham,Manchester City,1,4,A,2010-2011
1660,Sunderland,Everton,2,2,D,2010-2011
1661,Aston Villa,Arsenal,2,4,A,2010-2011
1662,Bolton Wanderers,Blackpool,2,2,D,2010-2011
1663,Everton,West Bromwich Albion,1,4,A,2010-2011
1664,Fulham,Birmingham City,1,1,D,2010-2011
1665,Manchester United,Blackburn Rovers,7,1,H,2010-2011
1666,Stoke City,Manchester City,1,1,D,2010-2011
1667,West Ham United,Wigan Athletic,3,1,H,2010-2011
1668,Wolverhampton Wanderers,Sunderland,3,2,H,2010-2011
1669,Newcastle United,Chelsea,1,1,D,2010-2011
1670,Tottenham Hotspur,Liverpool,2,1,H,2010-2011
1671,Arsenal,Fulham,2,1,H,2010-2011
1672,Birmingham City,Tottenham Hotspur,1,1,D,2010-2011
1673,Blackburn Rovers,Wolverhampton Wanderers,3,0,H,2010-2011
1674,Chelsea,Everton,1,1,D,2010-2011
1675,Manchester City,Bolton Wanderers,1,0,H,2010-2011
1676,Wigan Athletic,Stoke City,2,2,D,2010-2011
1677,West Bromwich Albion,Newcastle United,3,1,H,2010-2011
1678,Sunderland,West Ham United,1,0,H,2010-2011
1679,Liverpool,Aston Villa,3,0,H,2010-2011
1680,Aston Villa,West Bromwich Albion,2,1,H,2010-2011
1681,Everton,Wigan Athletic,0,0,D,2010-2011
1682,Fulham,Sunderland,0,0,D,2010-2011
1683,Stoke City,Blackpool,0,1,A,2010-2011
1684,West Ham United,Manchester City,1,3,A,2010-2011
1685,Newcastle United,Liverpool,3,1,H,2010-2011
1686,Bolton Wanderers,Blackburn Rovers,2,1,H,2010-2011
